Date,Name,NAV
02/20/2013,Fidelity Index World P Acc,0.92231,
02/21/2013,Fidelity Index World P Acc,0.9085,
02/22/2013,Fidelity Index World P Acc,0.91013,
02/25/2013,Fidelity Index World P Acc,0.92638,
02/26/2013,Fidelity Index World P Acc,0.90606,
02/27/2013,Fidelity Index World P Acc,0.91094,
02/28/2013,Fidelity Index World P Acc,0.91906,
03/01/2013,Fidelity Index World P Acc,0.92394,
03/04/2013,Fidelity Index World P Acc,0.92475,
03/05/2013,Fidelity Index World P Acc,0.92556,
03/06/2013,Fidelity Index World P Acc,0.94019,
03/07/2013,Fidelity Index World P Acc,0.94425,
03/08/2013,Fidelity Index World P Acc,0.94588,
03/11/2013,Fidelity Index World P Acc,0.95644,
03/12/2013,Fidelity Index World P Acc,0.95807,
03/13/2013,Fidelity Index World P Acc,0.94994,
03/14/2013,Fidelity Index World P Acc,0.95319,
03/15/2013,Fidelity Index World P Acc,0.94751,
03/18/2013,Fidelity Index World P Acc,0.94019,
03/19/2013,Fidelity Index World P Acc,0.94182,
03/20/2013,Fidelity Index World P Acc,0.94019,
03/21/2013,Fidelity Index World P Acc,0.93938,
03/22/2013,Fidelity Index World P Acc,0.93288,
03/25/2013,Fidelity Index World P Acc,0.94182,
03/26/2013,Fidelity Index World P Acc,0.93613,
03/27/2013,Fidelity Index World P Acc,0.93775,
03/28/2013,Fidelity Index World P Acc,0.94263,
04/02/2013,Fidelity Index World P Acc,0.941,
04/03/2013,Fidelity Index World P Acc,0.94669,
04/04/2013,Fidelity Index World P Acc,0.94507,
04/05/2013,Fidelity Index World P Acc,0.928,
04/08/2013,Fidelity Index World P Acc,0.92719,
04/09/2013,Fidelity Index World P Acc,0.93207,
04/10/2013,Fidelity Index World P Acc,0.93938,
04/11/2013,Fidelity Index World P Acc,0.94588,
04/12/2013,Fidelity Index World P Acc,0.94669,
04/15/2013,Fidelity Index World P Acc,0.93938,
04/16/2013,Fidelity Index World P Acc,0.93207,
04/17/2013,Fidelity Index World P Acc,0.93532,
04/18/2013,Fidelity Index World P Acc,0.92882,
04/19/2013,Fidelity Index World P Acc,0.92556,
04/22/2013,Fidelity Index World P Acc,0.93694,
04/23/2013,Fidelity Index World P Acc,0.93775,
04/24/2013,Fidelity Index World P Acc,0.94588,
04/25/2013,Fidelity Index World P Acc,0.94182,
04/26/2013,Fidelity Index World P Acc,0.941,
04/29/2013,Fidelity Index World P Acc,0.93938,
04/30/2013,Fidelity Index World P Acc,0.94832,
05/01/2013,Fidelity Index World P Acc,0.94669,
05/02/2013,Fidelity Index World P Acc,0.93938,
05/03/2013,Fidelity Index World P Acc,0.94588,
05/07/2013,Fidelity Index World P Acc,0.95888,
05/08/2013,Fidelity Index World P Acc,0.9662,
05/09/2013,Fidelity Index World P Acc,0.96538,
05/10/2013,Fidelity Index World P Acc,0.97188,
05/13/2013,Fidelity Index World P Acc,0.9727,
05/14/2013,Fidelity Index World P Acc,0.9792,
05/15/2013,Fidelity Index World P Acc,0.9922,
05/16/2013,Fidelity Index World P Acc,0.99301,
05/17/2013,Fidelity Index World P Acc,0.98895,
05/20/2013,Fidelity Index World P Acc,1.00033,
05/21/2013,Fidelity Index World P Acc,1.00195,
05/22/2013,Fidelity Index World P Acc,1.01008,
05/23/2013,Fidelity Index World P Acc,0.98976,
05/24/2013,Fidelity Index World P Acc,0.98489,
05/28/2013,Fidelity Index World P Acc,0.99626,
05/29/2013,Fidelity Index World P Acc,0.98895,
05/30/2013,Fidelity Index World P Acc,0.98489,
05/31/2013,Fidelity Index World P Acc,0.97513,
06/03/2013,Fidelity Index World P Acc,0.96782,
06/04/2013,Fidelity Index World P Acc,0.96863,
06/05/2013,Fidelity Index World P Acc,0.95401,
06/06/2013,Fidelity Index World P Acc,0.94344,
06/07/2013,Fidelity Index World P Acc,0.93775,
06/10/2013,Fidelity Index World P Acc,0.95401,
06/11/2013,Fidelity Index World P Acc,0.941,
06/12/2013,Fidelity Index World P Acc,0.94182,
06/13/2013,Fidelity Index World P Acc,0.92882,
06/14/2013,Fidelity Index World P Acc,0.941,
06/17/2013,Fidelity Index World P Acc,0.94507,
06/18/2013,Fidelity Index World P Acc,0.94994,
06/19/2013,Fidelity Index World P Acc,0.95401,
06/20/2013,Fidelity Index World P Acc,0.93775,
06/21/2013,Fidelity Index World P Acc,0.93044,
06/24/2013,Fidelity Index World P Acc,0.91744,
06/25/2013,Fidelity Index World P Acc,0.915,
06/26/2013,Fidelity Index World P Acc,0.92882,
06/27/2013,Fidelity Index World P Acc,0.93857,
06/28/2013,Fidelity Index World P Acc,0.94913,
07/01/2013,Fidelity Index World P Acc,0.95076,
07/02/2013,Fidelity Index World P Acc,0.95482,
07/03/2013,Fidelity Index World P Acc,0.94182,
07/04/2013,Fidelity Index World P Acc,0.95319,
07/05/2013,Fidelity Index World P Acc,0.97513,
07/08/2013,Fidelity Index World P Acc,0.98163,
07/09/2013,Fidelity Index World P Acc,0.98814,
07/10/2013,Fidelity Index World P Acc,0.98976,
07/11/2013,Fidelity Index World P Acc,0.99139,
07/12/2013,Fidelity Index World P Acc,0.99545,
07/15/2013,Fidelity Index World P Acc,0.99951,
07/16/2013,Fidelity Index World P Acc,0.99951,
07/17/2013,Fidelity Index World P Acc,0.98976,
07/18/2013,Fidelity Index World P Acc,0.99301,
07/19/2013,Fidelity Index World P Acc,0.99464,
07/22/2013,Fidelity Index World P Acc,0.99301,
07/23/2013,Fidelity Index World P Acc,0.99545,
07/24/2013,Fidelity Index World P Acc,0.99707,
07/25/2013,Fidelity Index World P Acc,0.98895,
07/26/2013,Fidelity Index World P Acc,0.98814,
07/29/2013,Fidelity Index World P Acc,0.98814,
07/30/2013,Fidelity Index World P Acc,0.99057,
07/31/2013,Fidelity Index World P Acc,0.99626,
08/01/2013,Fidelity Index World P Acc,1.0052,
08/02/2013,Fidelity Index World P Acc,1.01333,
08/05/2013,Fidelity Index World P Acc,1.00276,
08/06/2013,Fidelity Index World P Acc,1.00195,
08/07/2013,Fidelity Index World P Acc,0.98732,
08/08/2013,Fidelity Index World P Acc,0.98651,
08/09/2013,Fidelity Index World P Acc,0.9857,
08/12/2013,Fidelity Index World P Acc,0.9857,
08/13/2013,Fidelity Index World P Acc,0.99301,
08/14/2013,Fidelity Index World P Acc,0.99382,
08/15/2013,Fidelity Index World P Acc,0.98001,
08/16/2013,Fidelity Index World P Acc,0.97026,
08/19/2013,Fidelity Index World P Acc,0.96863,
08/20/2013,Fidelity Index World P Acc,0.95969,
08/21/2013,Fidelity Index World P Acc,0.95888,
08/22/2013,Fidelity Index World P Acc,0.96538,
08/23/2013,Fidelity Index World P Acc,0.96782,
08/27/2013,Fidelity Index World P Acc,0.9662,
08/28/2013,Fidelity Index World P Acc,0.96051,
08/29/2013,Fidelity Index World P Acc,0.96051,
08/30/2013,Fidelity Index World P Acc,0.96051,
09/02/2013,Fidelity Index World P Acc,0.96294,
09/03/2013,Fidelity Index World P Acc,0.96457,
09/04/2013,Fidelity Index World P Acc,0.95807,
09/05/2013,Fidelity Index World P Acc,0.96538,
09/06/2013,Fidelity Index World P Acc,0.96782,
09/09/2013,Fidelity Index World P Acc,0.9662,
09/10/2013,Fidelity Index World P Acc,0.9792,
09/11/2013,Fidelity Index World P Acc,0.97757,
09/12/2013,Fidelity Index World P Acc,0.97757,
09/13/2013,Fidelity Index World P Acc,0.97432,
09/16/2013,Fidelity Index World P Acc,0.98163,
09/17/2013,Fidelity Index World P Acc,0.97757,
09/18/2013,Fidelity Index World P Acc,0.9792,
09/19/2013,Fidelity Index World P Acc,0.99057,
09/20/2013,Fidelity Index World P Acc,0.98814,
09/23/2013,Fidelity Index World P Acc,0.98163,
09/24/2013,Fidelity Index World P Acc,0.98082,
09/25/2013,Fidelity Index World P Acc,0.97595,
09/26/2013,Fidelity Index World P Acc,0.97513,
09/27/2013,Fidelity Index World P Acc,0.9727,
09/30/2013,Fidelity Index World P Acc,0.96051,
10/01/2013,Fidelity Index World P Acc,0.96213,
10/02/2013,Fidelity Index World P Acc,0.95969,
10/03/2013,Fidelity Index World P Acc,0.96457,
10/04/2013,Fidelity Index World P Acc,0.96782,
10/07/2013,Fidelity Index World P Acc,0.96051,
10/08/2013,Fidelity Index World P Acc,0.96213,
10/09/2013,Fidelity Index World P Acc,0.96213,
10/10/2013,Fidelity Index World P Acc,0.97026,
10/11/2013,Fidelity Index World P Acc,0.9792,
10/14/2013,Fidelity Index World P Acc,0.9792,
10/15/2013,Fidelity Index World P Acc,0.99057,
10/16/2013,Fidelity Index World P Acc,0.98163,
10/17/2013,Fidelity Index World P Acc,0.99057,
10/18/2013,Fidelity Index World P Acc,0.98895,
10/21/2013,Fidelity Index World P Acc,0.99707,
10/22/2013,Fidelity Index World P Acc,1.00033,
10/23/2013,Fidelity Index World P Acc,0.99951,
10/24/2013,Fidelity Index World P Acc,1.00195,
10/25/2013,Fidelity Index World P Acc,0.99951,
10/28/2013,Fidelity Index World P Acc,1.00358,
10/29/2013,Fidelity Index World P Acc,1.01008,
10/30/2013,Fidelity Index World P Acc,1.01576,
10/31/2013,Fidelity Index World P Acc,1.01008,
11/01/2013,Fidelity Index World P Acc,1.01008,
11/04/2013,Fidelity Index World P Acc,1.0117,
11/05/2013,Fidelity Index World P Acc,1.00683,
11/06/2013,Fidelity Index World P Acc,1.00845,
11/07/2013,Fidelity Index World P Acc,1.00683,
11/08/2013,Fidelity Index World P Acc,0.99626,
11/11/2013,Fidelity Index World P Acc,1.00926,
11/12/2013,Fidelity Index World P Acc,1.01576,
11/13/2013,Fidelity Index World P Acc,1.00764,
11/14/2013,Fidelity Index World P Acc,1.01251,
11/15/2013,Fidelity Index World P Acc,1.01658,
11/18/2013,Fidelity Index World P Acc,1.01983,
11/19/2013,Fidelity Index World P Acc,1.01658,
11/20/2013,Fidelity Index World P Acc,1.01008,
11/21/2013,Fidelity Index World P Acc,1.00764,
11/22/2013,Fidelity Index World P Acc,1.00845,
11/25/2013,Fidelity Index World P Acc,1.01576,
11/26/2013,Fidelity Index World P Acc,1.01251,
11/27/2013,Fidelity Index World P Acc,1.0052,
11/28/2013,Fidelity Index World P Acc,1.00683,
11/29/2013,Fidelity Index World P Acc,1.00764,
12/02/2013,Fidelity Index World P Acc,1.00114,
12/03/2013,Fidelity Index World P Acc,0.99382,
12/04/2013,Fidelity Index World P Acc,0.99301,
12/05/2013,Fidelity Index World P Acc,0.9922,
12/06/2013,Fidelity Index World P Acc,0.9922,
12/09/2013,Fidelity Index World P Acc,0.99545,
12/10/2013,Fidelity Index World P Acc,0.99545,
12/11/2013,Fidelity Index World P Acc,0.99545,
12/12/2013,Fidelity Index World P Acc,0.98326,
12/13/2013,Fidelity Index World P Acc,0.98814,
12/16/2013,Fidelity Index World P Acc,0.98814,
12/17/2013,Fidelity Index World P Acc,0.99301,
12/18/2013,Fidelity Index World P Acc,0.98814,
12/19/2013,Fidelity Index World P Acc,0.99951,
12/20/2013,Fidelity Index World P Acc,1.00195,
12/23/2013,Fidelity Index World P Acc,1.00926,
12/24/2013,Fidelity Index World P Acc,1.0117,
12/27/2013,Fidelity Index World P Acc,1.01251,
12/30/2013,Fidelity Index World P Acc,1.01576,
12/31/2013,Fidelity Index World P Acc,1.01414,
01/02/2014,Fidelity Index World P Acc,1.01251,
01/03/2014,Fidelity Index World P Acc,1.01008,
01/06/2014,Fidelity Index World P Acc,1.01495,
01/07/2014,Fidelity Index World P Acc,1.01251,
01/08/2014,Fidelity Index World P Acc,1.01414,
01/09/2014,Fidelity Index World P Acc,1.01414,
01/10/2014,Fidelity Index World P Acc,1.01658,
01/13/2014,Fidelity Index World P Acc,1.01739,
01/14/2014,Fidelity Index World P Acc,1.01008,
01/15/2014,Fidelity Index World P Acc,1.01902,
01/16/2014,Fidelity Index World P Acc,1.02795,
01/17/2014,Fidelity Index World P Acc,1.02227,
01/20/2014,Fidelity Index World P Acc,1.01902,
01/21/2014,Fidelity Index World P Acc,1.02064,
01/22/2014,Fidelity Index World P Acc,1.01495,
01/23/2014,Fidelity Index World P Acc,1.00926,
01/24/2014,Fidelity Index World P Acc,0.99545,
01/27/2014,Fidelity Index World P Acc,0.98651,
01/28/2014,Fidelity Index World P Acc,0.98326,
01/29/2014,Fidelity Index World P Acc,0.9857,
01/30/2014,Fidelity Index World P Acc,0.9792,
01/31/2014,Fidelity Index World P Acc,0.97757,
02/03/2014,Fidelity Index World P Acc,0.98814,
02/04/2014,Fidelity Index World P Acc,0.97107,
02/05/2014,Fidelity Index World P Acc,0.97757,
02/06/2014,Fidelity Index World P Acc,0.98163,
02/07/2014,Fidelity Index World P Acc,0.98895,
02/10/2014,Fidelity Index World P Acc,0.99545,
02/11/2014,Fidelity Index World P Acc,0.9987,
02/12/2014,Fidelity Index World P Acc,1.00195,
02/13/2014,Fidelity Index World P Acc,0.9922,
02/14/2014,Fidelity Index World P Acc,0.99789,
02/17/2014,Fidelity Index World P Acc,1.00114,
02/18/2014,Fidelity Index World P Acc,1.00439,
02/19/2014,Fidelity Index World P Acc,1.00601,
02/20/2014,Fidelity Index World P Acc,1.00195,
02/21/2014,Fidelity Index World P Acc,1.00926,
02/24/2014,Fidelity Index World P Acc,1.01089,
02/25/2014,Fidelity Index World P Acc,1.01333,
02/26/2014,Fidelity Index World P Acc,1.01251,
02/27/2014,Fidelity Index World P Acc,1.01008,
02/28/2014,Fidelity Index World P Acc,1.01414,
03/03/2014,Fidelity Index World P Acc,1,
03/04/2014,Fidelity Index World P Acc,1.0166,
03/05/2014,Fidelity Index World P Acc,1.0185,
03/06/2014,Fidelity Index World P Acc,1.0213,
03/07/2014,Fidelity Index World P Acc,1.0212,
03/10/2014,Fidelity Index World P Acc,1.0234,
03/11/2014,Fidelity Index World P Acc,1.0234,
03/12/2014,Fidelity Index World P Acc,1.0165,
03/13/2014,Fidelity Index World P Acc,1.0126,
03/14/2014,Fidelity Index World P Acc,1.0041,
03/17/2014,Fidelity Index World P Acc,1.0065,
03/18/2014,Fidelity Index World P Acc,1.0137,
03/19/2014,Fidelity Index World P Acc,1.0154,
03/20/2014,Fidelity Index World P Acc,1.0112,
03/21/2014,Fidelity Index World P Acc,1.0201,
03/24/2014,Fidelity Index World P Acc,1.017,
03/25/2014,Fidelity Index World P Acc,1.0167,
03/26/2014,Fidelity Index World P Acc,1.0221,
03/27/2014,Fidelity Index World P Acc,1.0098,
03/28/2014,Fidelity Index World P Acc,1.0121,
03/31/2014,Fidelity Index World P Acc,1.0171,
04/01/2014,Fidelity Index World P Acc,1.0233,
04/02/2014,Fidelity Index World P Acc,1.0289,
04/03/2014,Fidelity Index World P Acc,1.0336,
04/04/2014,Fidelity Index World P Acc,1.0325,
04/07/2014,Fidelity Index World P Acc,1.0224,
04/08/2014,Fidelity Index World P Acc,1.0054,
04/09/2014,Fidelity Index World P Acc,1.0106,
04/10/2014,Fidelity Index World P Acc,1.0156,
04/11/2014,Fidelity Index World P Acc,0.9999,
04/14/2014,Fidelity Index World P Acc,0.9945,
04/15/2014,Fidelity Index World P Acc,0.9991,
04/16/2014,Fidelity Index World P Acc,1.0035,
04/17/2014,Fidelity Index World P Acc,1.0071,
04/22/2014,Fidelity Index World P Acc,1.0142,
04/23/2014,Fidelity Index World P Acc,1.0185,
04/24/2014,Fidelity Index World P Acc,1.0209,
04/25/2014,Fidelity Index World P Acc,1.0134,
04/28/2014,Fidelity Index World P Acc,1.0103,
04/29/2014,Fidelity Index World P Acc,1.0178,
04/30/2014,Fidelity Index World P Acc,1.0182,
05/01/2014,Fidelity Index World P Acc,1.0177,
05/02/2014,Fidelity Index World P Acc,1.0203,
05/06/2014,Fidelity Index World P Acc,1.0153,
05/07/2014,Fidelity Index World P Acc,1.0077,
05/08/2014,Fidelity Index World P Acc,1.0137,
05/09/2014,Fidelity Index World P Acc,1.0157,
05/12/2014,Fidelity Index World P Acc,1.0197,
05/13/2014,Fidelity Index World P Acc,1.0279,
05/14/2014,Fidelity Index World P Acc,1.0324,
05/15/2014,Fidelity Index World P Acc,1.0309,
05/16/2014,Fidelity Index World P Acc,1.0194,
05/19/2014,Fidelity Index World P Acc,1.0173,
05/20/2014,Fidelity Index World P Acc,1.0218,
05/21/2014,Fidelity Index World P Acc,1.0139,
05/22/2014,Fidelity Index World P Acc,1.0231,
05/23/2014,Fidelity Index World P Acc,1.0266,
05/27/2014,Fidelity Index World P Acc,1.0369,
05/28/2014,Fidelity Index World P Acc,1.0414,
05/29/2014,Fidelity Index World P Acc,1.0435,
05/30/2014,Fidelity Index World P Acc,1.0458,
06/02/2014,Fidelity Index World P Acc,1.047,
06/03/2014,Fidelity Index World P Acc,1.0467,
06/04/2014,Fidelity Index World P Acc,1.0468,
06/05/2014,Fidelity Index World P Acc,1.0471,
06/06/2014,Fidelity Index World P Acc,1.051,
06/09/2014,Fidelity Index World P Acc,1.055,
06/10/2014,Fidelity Index World P Acc,1.0566,
06/11/2014,Fidelity Index World P Acc,1.0532,
06/12/2014,Fidelity Index World P Acc,1.0518,
06/13/2014,Fidelity Index World P Acc,1.0379,
06/16/2014,Fidelity Index World P Acc,1.0394,
06/17/2014,Fidelity Index World P Acc,1.0393,
06/18/2014,Fidelity Index World P Acc,1.0445,
06/19/2014,Fidelity Index World P Acc,1.05,
06/20/2014,Fidelity Index World P Acc,1.0484,
06/23/2014,Fidelity Index World P Acc,1.0495,
06/24/2014,Fidelity Index World P Acc,1.051,
06/25/2014,Fidelity Index World P Acc,1.0454,
06/26/2014,Fidelity Index World P Acc,1.0449,
06/27/2014,Fidelity Index World P Acc,1.0436,
06/30/2014,Fidelity Index World P Acc,1.0452,
07/01/2014,Fidelity Index World P Acc,1.0428,
07/02/2014,Fidelity Index World P Acc,1.0482,
07/03/2014,Fidelity Index World P Acc,1.0499,
07/04/2014,Fidelity Index World P Acc,1.053,
07/07/2014,Fidelity Index World P Acc,1.0528,
07/08/2014,Fidelity Index World P Acc,1.047,
07/09/2014,Fidelity Index World P Acc,1.0402,
07/10/2014,Fidelity Index World P Acc,1.0327,
07/11/2014,Fidelity Index World P Acc,1.0368,
07/14/2014,Fidelity Index World P Acc,1.0432,
07/15/2014,Fidelity Index World P Acc,1.0419,
07/16/2014,Fidelity Index World P Acc,1.045,
07/17/2014,Fidelity Index World P Acc,1.0418,
07/18/2014,Fidelity Index World P Acc,1.0377,
07/21/2014,Fidelity Index World P Acc,1.0445,
07/22/2014,Fidelity Index World P Acc,1.0461,
07/23/2014,Fidelity Index World P Acc,1.0526,
07/24/2014,Fidelity Index World P Acc,1.0568,
07/25/2014,Fidelity Index World P Acc,1.0578,
07/28/2014,Fidelity Index World P Acc,1.0538,
07/29/2014,Fidelity Index World P Acc,1.0564,
07/30/2014,Fidelity Index World P Acc,1.0543,
07/31/2014,Fidelity Index World P Acc,1.05,
08/01/2014,Fidelity Index World P Acc,1.0328,
08/04/2014,Fidelity Index World P Acc,1.0401,
08/05/2014,Fidelity Index World P Acc,1.0379,
08/06/2014,Fidelity Index World P Acc,1.0253,
08/07/2014,Fidelity Index World P Acc,1.0286,
08/08/2014,Fidelity Index World P Acc,1.0228,
08/11/2014,Fidelity Index World P Acc,1.038,
08/12/2014,Fidelity Index World P Acc,1.0386,
08/13/2014,Fidelity Index World P Acc,1.0466,
08/14/2014,Fidelity Index World P Acc,1.0513,
08/15/2014,Fidelity Index World P Acc,1.0554,
08/18/2014,Fidelity Index World P Acc,1.0559,
08/19/2014,Fidelity Index World P Acc,1.0649,
08/20/2014,Fidelity Index World P Acc,1.067,
08/21/2014,Fidelity Index World P Acc,1.0734,
08/22/2014,Fidelity Index World P Acc,1.0752,
08/26/2014,Fidelity Index World P Acc,1.0798,
08/27/2014,Fidelity Index World P Acc,1.0821,
08/28/2014,Fidelity Index World P Acc,1.0764,
08/29/2014,Fidelity Index World P Acc,1.0786,
09/01/2014,Fidelity Index World P Acc,1.0788,
09/02/2014,Fidelity Index World P Acc,1.0857,
09/03/2014,Fidelity Index World P Acc,1.0951,
09/04/2014,Fidelity Index World P Acc,1.0923,
09/05/2014,Fidelity Index World P Acc,1.0941,
09/08/2014,Fidelity Index World P Acc,1.1106,
09/09/2014,Fidelity Index World P Acc,1.1072,
09/10/2014,Fidelity Index World P Acc,1.1034,
09/11/2014,Fidelity Index World P Acc,1.0942,
09/12/2014,Fidelity Index World P Acc,1.0969,
09/15/2014,Fidelity Index World P Acc,1.0913,
09/16/2014,Fidelity Index World P Acc,1.0923,
09/17/2014,Fidelity Index World P Acc,1.0919,
09/18/2014,Fidelity Index World P Acc,1.0931,
09/19/2014,Fidelity Index World P Acc,1.0947,
09/22/2014,Fidelity Index World P Acc,1.0901,
09/23/2014,Fidelity Index World P Acc,1.0796,
09/24/2014,Fidelity Index World P Acc,1.0736,
09/25/2014,Fidelity Index World P Acc,1.0856,
09/26/2014,Fidelity Index World P Acc,1.0706,
09/29/2014,Fidelity Index World P Acc,1.075,
09/30/2014,Fidelity Index World P Acc,1.0809,
10/01/2014,Fidelity Index World P Acc,1.0756,
10/02/2014,Fidelity Index World P Acc,1.0655,
10/03/2014,Fidelity Index World P Acc,1.0694,
10/06/2014,Fidelity Index World P Acc,1.0823,
10/07/2014,Fidelity Index World P Acc,1.07,
10/08/2014,Fidelity Index World P Acc,1.059,
10/09/2014,Fidelity Index World P Acc,1.0638,
10/10/2014,Fidelity Index World P Acc,1.0466,
10/13/2014,Fidelity Index World P Acc,1.042,
10/14/2014,Fidelity Index World P Acc,1.0359,
10/15/2014,Fidelity Index World P Acc,1.0369,
10/16/2014,Fidelity Index World P Acc,1.0082,
10/17/2014,Fidelity Index World P Acc,1.0273,
10/20/2014,Fidelity Index World P Acc,1.0289,
10/21/2014,Fidelity Index World P Acc,1.0429,
10/22/2014,Fidelity Index World P Acc,1.0586,
10/23/2014,Fidelity Index World P Acc,1.0559,
10/24/2014,Fidelity Index World P Acc,1.0618,
10/27/2014,Fidelity Index World P Acc,1.0652,
10/28/2014,Fidelity Index World P Acc,1.069,
10/29/2014,Fidelity Index World P Acc,1.0764,
10/30/2014,Fidelity Index World P Acc,1.0741,
10/31/2014,Fidelity Index World P Acc,1.0997,
11/03/2014,Fidelity Index World P Acc,1.0974,
11/04/2014,Fidelity Index World P Acc,1.0954,
11/05/2014,Fidelity Index World P Acc,1.1001,
11/06/2014,Fidelity Index World P Acc,1.0987,
11/07/2014,Fidelity Index World P Acc,1.1074,
11/10/2014,Fidelity Index World P Acc,1.1074,
11/11/2014,Fidelity Index World P Acc,1.113,
11/12/2014,Fidelity Index World P Acc,1.1107,
11/13/2014,Fidelity Index World P Acc,1.1232,
11/14/2014,Fidelity Index World P Acc,1.1253,
11/17/2014,Fidelity Index World P Acc,1.1263,
11/18/2014,Fidelity Index World P Acc,1.1299,
11/19/2014,Fidelity Index World P Acc,1.1327,
11/20/2014,Fidelity Index World P Acc,1.124,
11/21/2014,Fidelity Index World P Acc,1.1405,
11/24/2014,Fidelity Index World P Acc,1.1404,
11/25/2014,Fidelity Index World P Acc,1.1434,
11/26/2014,Fidelity Index World P Acc,1.139,
11/27/2014,Fidelity Index World P Acc,1.1396,
11/28/2014,Fidelity Index World P Acc,1.1412,
12/01/2014,Fidelity Index World P Acc,1.1351,
12/02/2014,Fidelity Index World P Acc,1.1358,
12/03/2014,Fidelity Index World P Acc,1.1395,
12/04/2014,Fidelity Index World P Acc,1.1426,
12/05/2014,Fidelity Index World P Acc,1.1407,
12/08/2014,Fidelity Index World P Acc,1.1401,
12/09/2014,Fidelity Index World P Acc,1.1306,
12/10/2014,Fidelity Index World P Acc,1.1265,
12/11/2014,Fidelity Index World P Acc,1.1126,
12/12/2014,Fidelity Index World P Acc,1.1063,
12/15/2014,Fidelity Index World P Acc,1.1031,
12/16/2014,Fidelity Index World P Acc,1.0795,
12/17/2014,Fidelity Index World P Acc,1.0849,
12/18/2014,Fidelity Index World P Acc,1.1132,
12/19/2014,Fidelity Index World P Acc,1.1265,
12/22/2014,Fidelity Index World P Acc,1.1351,
12/23/2014,Fidelity Index World P Acc,1.1412,
12/24/2014,Fidelity Index World P Acc,1.1435,
12/29/2014,Fidelity Index World P Acc,1.1447,
12/30/2014,Fidelity Index World P Acc,1.1443,
12/31/2014,Fidelity Index World P Acc,1.1362,
01/02/2015,Fidelity Index World P Acc,1.138,
01/05/2015,Fidelity Index World P Acc,1.1442,
01/06/2015,Fidelity Index World P Acc,1.131,
01/07/2015,Fidelity Index World P Acc,1.1304,
01/08/2015,Fidelity Index World P Acc,1.1489,
01/09/2015,Fidelity Index World P Acc,1.1499,
01/12/2015,Fidelity Index World P Acc,1.1504,
01/13/2015,Fidelity Index World P Acc,1.147,
01/14/2015,Fidelity Index World P Acc,1.131,
01/15/2015,Fidelity Index World P Acc,1.1215,
01/16/2015,Fidelity Index World P Acc,1.1253,
01/19/2015,Fidelity Index World P Acc,1.1386,
01/20/2015,Fidelity Index World P Acc,1.1501,
01/21/2015,Fidelity Index World P Acc,1.1489,
01/22/2015,Fidelity Index World P Acc,1.1514,
01/23/2015,Fidelity Index World P Acc,1.177,
01/26/2015,Fidelity Index World P Acc,1.1689,
01/27/2015,Fidelity Index World P Acc,1.1673,
01/28/2015,Fidelity Index World P Acc,1.1544,
01/29/2015,Fidelity Index World P Acc,1.1518,
01/30/2015,Fidelity Index World P Acc,1.1532,
02/02/2015,Fidelity Index World P Acc,1.1527,
02/03/2015,Fidelity Index World P Acc,1.1652,
02/04/2015,Fidelity Index World P Acc,1.1658,
02/05/2015,Fidelity Index World P Acc,1.1628,
02/06/2015,Fidelity Index World P Acc,1.1619,
02/09/2015,Fidelity Index World P Acc,1.1572,
02/10/2015,Fidelity Index World P Acc,1.1604,
02/11/2015,Fidelity Index World P Acc,1.1617,
02/12/2015,Fidelity Index World P Acc,1.1659,
02/13/2015,Fidelity Index World P Acc,1.171,
02/16/2015,Fidelity Index World P Acc,1.1763,
02/17/2015,Fidelity Index World P Acc,1.1759,
02/18/2015,Fidelity Index World P Acc,1.1775,
02/19/2015,Fidelity Index World P Acc,1.1764,
02/20/2015,Fidelity Index World P Acc,1.1817,
02/23/2015,Fidelity Index World P Acc,1.1866,
02/24/2015,Fidelity Index World P Acc,1.1819,
02/25/2015,Fidelity Index World P Acc,1.1825,
02/26/2015,Fidelity Index World P Acc,1.184,
02/27/2015,Fidelity Index World P Acc,1.1872,
03/02/2015,Fidelity Index World P Acc,1.1872,
03/03/2015,Fidelity Index World P Acc,1.193,
03/04/2015,Fidelity Index World P Acc,1.1855,
03/05/2015,Fidelity Index World P Acc,1.1945,
03/06/2015,Fidelity Index World P Acc,1.2003,
03/09/2015,Fidelity Index World P Acc,1.1891,
03/10/2015,Fidelity Index World P Acc,1.1828,
03/11/2015,Fidelity Index World P Acc,1.1758,
03/12/2015,Fidelity Index World P Acc,1.1871,
03/13/2015,Fidelity Index World P Acc,1.2044,
03/16/2015,Fidelity Index World P Acc,1.2073,
03/17/2015,Fidelity Index World P Acc,1.2159,
03/18/2015,Fidelity Index World P Acc,1.2233,
03/19/2015,Fidelity Index World P Acc,1.2213,
03/20/2015,Fidelity Index World P Acc,1.2336,
03/23/2015,Fidelity Index World P Acc,1.2325,
03/24/2015,Fidelity Index World P Acc,1.2352,
03/25/2015,Fidelity Index World P Acc,1.2297,
03/26/2015,Fidelity Index World P Acc,1.2049,
03/27/2015,Fidelity Index World P Acc,1.2103,
03/30/2015,Fidelity Index World P Acc,1.2233,
03/31/2015,Fidelity Index World P Acc,1.2195,
04/01/2015,Fidelity Index World P Acc,1.2218,
04/02/2015,Fidelity Index World P Acc,1.2176,
04/07/2015,Fidelity Index World P Acc,1.2281,
04/08/2015,Fidelity Index World P Acc,1.2257,
04/09/2015,Fidelity Index World P Acc,1.236,
